marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_maxima,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__marchas,geral__regime_potencia_max,geral__regime_torque_max,geral__diametro_de_giro,geral__bitola_dianteira,geral__bitola_traseira,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__tuchos,geral__variacao_do_comando,geral__angulo_de_entrada,geral__angulo_de_saida,geral__reboque_com_freio,geral__reboque_sem_freio,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__coef_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_central,geral__capacidade_da_bateria,geral__potencia,geral__torque,geral__autonomia,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__cacamba,geral__potencia_de_recarga
peugeot,206,206,206-techno-1-6-16v-2004,206-techno-1-6-16v-2004,https://www.fichacompleta.com.br/carros/peugeot/206-techno-1-6-16v-2004,2026-06-17T21:09:19.109379,Peugeot 206 Techno 1.6 16V 2004,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"9,3 kg/cv","68,5 kg/kgfm","69,3 cv/litro",110 cv a 5750 rpm,"10,5:1",,"9,5 kgfm/litro",15 kgfm a 4000 rpm,4,1432 mm,,3835 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",740 km,540 km,"14,8 km/l","10,8 km/l",,,,,1443 mm,1434 mm,82 mm,"78,5 mm",,,Hidráulicos,,,,,,,"2,01 m²",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-feline-1-4-8v-2005,206-feline-1-4-8v-2005,https://www.fichacompleta.com.br/carros/peugeot/206-feline-1-4-8v-2005,2026-06-17T21:09:21.848494,Peugeot 206 Feline 1.4 8V 2005,"14,2 s",172 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,7 kg/cv","77,9 kg/kgfm","55,1 cv/litro",75 cv,"10,5:1",6500 rpm,"9,0 kgfm/litro","12,2 kgfm",2,1432 mm,,3835 mm,2442 mm,1652 mm,950 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",750 km,550 km,15 km/l,11 km/l,5,5500 rpm,2800 rpm,"9,8 m",1443 mm,1434 mm,,,,,,,,,,,,"2,01 m²","0,643 m²",,,,,,,Correia dentada,,,,,"0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-feline-1-6-16v-2005,206-feline-1-6-16v-2005,https://www.fichacompleta.com.br/carros/peugeot/206-feline-1-6-16v-2005,2026-06-17T21:09:25.386761,Peugeot 206 Feline 1.6 16V 2005,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"9,1 kg/cv","65,0 kg/kgfm","71,2 cv/litro",113 cv (A) 110 cv (G) a 5750 rpm,11:1,6500 rpm,"10,0 kgfm/litro","15,8 kgfm (A) 14,5 kgfm (G) a 4000 rpm",4,1432 mm,,3832 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,"9,8 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,515 km,"14,2 km/l","10,3 km/l",5,,,"9,8 m",1425 mm,1410 mm,,,5750 rpm,4000 rpm,Hidráulicos,,,,,,,"2,01 m²","0,643 m²","0,32",540 km,375 km,"10,8 km/l","7,5 km/l",,Correia dentada,113 cv,110 cv,"15,8 kgfm","14,5 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-presence-1-4-8v-2005-gasolina,206-presence-1-4-8v-2005-gasolina,https://www.fichacompleta.com.br/carros/peugeot/206-presence-1-4-8v-2005-gasolina,2026-06-17T21:09:28.739638,Peugeot 206 Presence 1.4 8V 2005,"14,2 s",172 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"12,7 kg/cv","77,9 kg/kgfm","55,1 cv/litro",75 cv a 5500 rpm,"10,5:1",,"9,0 kgfm/litro","12,2 kgfm a 2800 rpm",2,1432 mm,,3835 mm,2442 mm,1652 mm,950 kg,245 litros,50 litros,114 mm,175/65 R14,Tambor,Hidráulica,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",750 km,550 km,15 km/l,11 km/l,,,,,1443 mm,1434 mm,77 mm,75 mm,,,,,,,,,,"2,01 m²",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-presence-1-4-8v-2005,206-presence-1-4-8v-2005,https://www.fichacompleta.com.br/carros/peugeot/206-presence-1-4-8v-2005,2026-06-17T21:09:32.715975,Peugeot 206 Presence 1.4 8V 2005,"14,2 s",172 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,4 kg/cv","76,2 kg/kgfm","55,1 cv/litro",75 cv,"10,5:1",6500 rpm,"9,0 kgfm/litro","12,2 kgfm",2,1432 mm,,3835 mm,2442 mm,1652 mm,930 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",750 km,550 km,15 km/l,11 km/l,5,5500 rpm,2800 rpm,"9,8 m",1443 mm,1434 mm,,,,,,,,,,,,"2,01 m²","0,643 m²",,,,,,,Correia dentada,,,,,"0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-presence-1-6-16v-2005,206-presence-1-6-16v-2005,https://www.fichacompleta.com.br/carros/peugeot/206-presence-1-6-16v-2005,2026-06-17T21:09:36.492067,Peugeot 206 Presence 1.6 16V 2005,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"9,1 kg/cv","65,0 kg/kgfm","71,2 cv/litro",,11:1,6500 rpm,"10,0 kgfm/litro",,4,1432 mm,,3832 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,515 km,"14,2 km/l","10,3 km/l",5,5750 rpm,4000 rpm,"9,8 m",1425 mm,1410 mm,,,,,Hidráulicos,,,,,,,"2,01 m²","0,643 m²",,540 km,375 km,"10,8 km/l","7,5 km/l",,Correia dentada,113 cv,110 cv,"15,8 kgfm","14,5 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-rallye-1-6-16v-2005,206-rallye-1-6-16v-2005,https://www.fichacompleta.com.br/carros/peugeot/206-rallye-1-6-16v-2005,2026-06-17T21:09:40.471766,Peugeot 206 Rallye 1.6 16V 2005,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"9,21 kg/cv","67,5 kg/kgfm","69,3 cv/litro",110 cv,"10,5:1",6500 rpm,"9,5 kgfm/litro",15 kgfm,4,1432 mm,,3835 mm,2442 mm,1652 mm,1013 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",740 km,540 km,"14,8 km/l","10,8 km/l",5,5750 rpm,4000 rpm,"9,8 m",1443 mm,1434 mm,,,,,Hidráulicos,,,,,,,"2,01 m²","0,643 m²",,,,,,,Correia dentada,,,,,"0,32",397 cm³,1587 cm³,10W-40 ³,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-selection-1-0-16v-2005,206-selection-1-0-16v-2005,https://www.fichacompleta.com.br/carros/peugeot/206-selection-1-0-16v-2005,2026-06-17T21:09:44.594969,Peugeot 206 Selection 1.0 16V 2005,"14,4 s",160 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção multiponto,Natural,999 cm³,4 em linha,D4D,Único no cabeçote,"66,8 mm",69 mm,Transversal,Dianteiro,"13,1 kg/cv","96,5 kg/kgfm","70,1 cv/litro",70 cv,10:1,,"9,5 kgfm/litro","9,5 kgfm",4,1432 mm,500 kg,3835 mm,2442 mm,1652 mm,917 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Não assistida,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",775 km,470 km,"15,5 km/l","9,4 km/l",5,5500 rpm,4200 rpm,"9,8 m",,,,,,,,,,,,,,"2,01 m²","0,643 m²",,,,,,,Correia dentada,,,,,"0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-sensation-1-0-16v-2005,206-sensation-1-0-16v-2005,https://www.fichacompleta.com.br/carros/peugeot/206-sensation-1-0-16v-2005,2026-06-17T21:09:49.324280,Peugeot 206 Sensation 1.0 16V 2005,"14,4 s",160 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção multiponto,Natural,999 cm³,4 em linha,D4D,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"13,4 kg/cv","98,6 kg/kgfm","70,1 cv/litro",70 cv a 5500 rpm,10:1,,"9,5 kgfm/litro","9,5 kgfm a 4200 rpm",4,1432 mm,500 kg,3835 mm,2442 mm,1652 mm,937 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Não assistida,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",775 km,470 km,"15,5 km/l","9,4 km/l",,,,,,,"66,8 mm",69 mm,,,,,,,,,,"2,01 m²",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-feline-1-4-8v-2006,206-feline-1-4-8v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-feline-1-4-8v-2006,2026-06-17T21:09:53.886802,Peugeot 206 Feline 1.4 8V 2006,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"12,5 kg/cv","80,2 kg/kgfm","60,3 cv/litro",82 cv (A) 80 cv (G) a 5250 rpm,"10,2:1",,"9,4 kgfm/litro","12,8 kgfm (A) 12,8 kgfm (G) a 3250 rpm",2,1432 mm,,3835 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,114 mm,175/65 R14,Tambor,Hidráulica,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",,,,,,,77 mm,75 mm,,,,,,,,,,"2,01 m²",,"0,32",525 km,380 km,"10,5 km/l","7,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-feline-1-6-16v-2006,206-feline-1-6-16v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-feline-1-6-16v-2006,2026-06-17T21:09:58.791373,Peugeot 206 Feline 1.6 16V 2006,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"9,1 kg/cv","65,0 kg/kgfm","71,2 cv/litro",113 cv (A) 110 cv (G) a 5750 rpm,11:1,6500 rpm,"10,0 kgfm/litro","15,8 kgfm (A) 14,5 kgfm (G) a 4000 rpm",4,1432 mm,,3832 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",710 km,515 km,"14,2 km/l","10,3 km/l",,,,,1425 mm,1410 mm,82 mm,"78,5 mm",,,Hidráulicos,,,,,,,"2,01 m²","0,643 m²","0,32",540 km,375 km,"10,8 km/l","7,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-holiday-1-4-8v-2006,206-holiday-1-4-8v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-holiday-1-4-8v-2006,2026-06-17T21:10:04.704576,Peugeot 206 Holiday 1.4 8V 2006,"14,2 s",172 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,7 kg/cv","77,9 kg/kgfm","55,1 cv/litro",75 cv,"10,5:1",6500 rpm,"9,0 kgfm/litro","12,2 kgfm",2,1432 mm,,3835 mm,2442 mm,1652 mm,950 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",750 km,550 km,15 km/l,11 km/l,5,5500 rpm,2800 rpm,"9,8 m",1443 mm,1434 mm,,,,,,,,,,,,"2,01 m²","0,643 m²",,,,,,,Correia dentada,,,,,"0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-holiday-1-6-16v-2006,206-holiday-1-6-16v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-holiday-1-6-16v-2006,2026-06-17T21:10:08.435340,Peugeot 206 Holiday 1.6 16V 2006,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"9,1 kg/cv","65,0 kg/kgfm","71,2 cv/litro",,11:1,6500 rpm,"10,0 kgfm/litro",,4,1432 mm,,3832 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,515 km,"14,2 km/l","10,3 km/l",5,,,"9,8 m",1425 mm,1410 mm,,,5750 rpm,4000 rpm,Hidráulicos,,,,,,,"2,01 m²","0,643 m²",,540 km,375 km,"10,8 km/l","7,5 km/l",,Correia dentada,,,,,"0,32",,,,113 cv,110 cv,"15,8 kgfm","14,5 kgfm",,,,,,,,,,,,,,,,
peugeot,206,206,206-presence-1-4-8v-2006,206-presence-1-4-8v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-presence-1-4-8v-2006,2026-06-17T21:10:11.468554,Peugeot 206 Presence 1.4 8V 2006,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,5 kg/cv","80,2 kg/kgfm","60,3 cv/litro",,"10,2:1",6500 rpm,"9,4 kgfm/litro",,2,1432 mm,,3835 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",5,5250 rpm,3250 rpm,"9,8 m",,,,,,,,,,,,,,"2,01 m²","0,643 m²",,525 km,380 km,"10,5 km/l","7,6 km/l",,Correia dentada,82 cv,80 cv,"12,8 kgfm","12,8 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-presence-1-4-8v-2006-flex-alcool-gasolina,206-presence-1-4-8v-2006-flex-alcool-gasolina,https://www.fichacompleta.com.br/carros/peugeot/206-presence-1-4-8v-2006-flex-alcool-gasolina,2026-06-17T21:10:15.293860,Peugeot 206 Presence 1.4 8V 2006,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,4 kg/cv","79,1 kg/kgfm","60,3 cv/litro",,"10,2:1",6500 rpm,"9,4 kgfm/litro",,2,1432 mm,,3835 mm,2442 mm,1652 mm,1013 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",5,5250 rpm,3250 rpm,"9,8 m",,,,,,,,,,,,,,"2,01 m²","0,643 m²",,525 km,380 km,"10,5 km/l","7,6 km/l",,Correia dentada,82 cv,80 cv,"12,8 kgfm","12,8 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-presence-1-6-16v-2006,206-presence-1-6-16v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-presence-1-6-16v-2006,2026-06-17T21:10:19.162350,Peugeot 206 Presence 1.6 16V 2006,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"9,1 kg/cv","65,0 kg/kgfm","71,2 cv/litro",,11:1,6500 rpm,"10,0 kgfm/litro",,4,1432 mm,,3832 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,515 km,"14,2 km/l","10,3 km/l",5,5750 rpm,4000 rpm,"9,8 m",1425 mm,1410 mm,,,,,Hidráulicos,,,,,,,"2,01 m²","0,643 m²",,540 km,375 km,"10,8 km/l","7,5 km/l",,Correia dentada,113 cv,110 cv,"15,8 kgfm","14,5 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-sensation-1-0-16v-2006,206-sensation-1-0-16v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-sensation-1-0-16v-2006,2026-06-17T21:10:22.774587,Peugeot 206 Sensation 1.0 16V 2006,"14,4 s",160 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção multiponto,Natural,999 cm³,4 em linha,D4D,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"13,4 kg/cv","98,6 kg/kgfm","70,1 cv/litro",70 cv a 5500 rpm,10:1,,"9,5 kgfm/litro","9,5 kgfm a 4200 rpm",4,1432 mm,500 kg,3835 mm,2442 mm,1652 mm,937 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Não assistida,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",775 km,470 km,"15,5 km/l","9,4 km/l",,,,,,,"66,8 mm",69 mm,,,,,,,,,,"2,01 m²",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-sensation-1-4-8v-2006,206-sensation-1-4-8v-2006,https://www.fichacompleta.com.br/carros/peugeot/206-sensation-1-4-8v-2006,2026-06-17T21:10:27.130684,Peugeot 206 Sensation 1.4 8V 2006,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,5 kg/cv","80,2 kg/kgfm","60,3 cv/litro",82 cv (A) 80 cv (G) a 5250 rpm,"10,2:1",6500 rpm,"9,4 kgfm/litro","12,8 kgfm (A) 12,8 kgfm (G) a 3250 rpm",2,1432 mm,,3835 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,"9,8 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",5,,,"9,8 m",,,,,5250 rpm,3250 rpm,,,,,,,,"2,01 m²","0,643 m²","0,32",525 km,380 km,"10,5 km/l","7,6 km/l",,Correia dentada,82 cv,80 cv,"12,8 kgfm","12,8 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-sensation-1-4-8v-2006-flex,206-sensation-1-4-8v-2006-flex,https://www.fichacompleta.com.br/carros/peugeot/206-sensation-1-4-8v-2006-flex,2026-06-17T21:10:29.928215,Peugeot 206 Sensation 1.4 8V 2006,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,3 kg/cv","78,7 kg/kgfm","60,3 cv/litro",,"10,2:1",6500 rpm,"9,4 kgfm/litro",,2,1432 mm,,3835 mm,2442 mm,1652 mm,1007 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",5,5250 rpm,3250 rpm,"9,8 m",,,,,,,,,,,,,,"2,01 m²","0,643 m²",,525 km,380 km,"10,5 km/l","7,6 km/l",,Correia dentada,82 cv,80 cv,"12,8 kgfm","12,8 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-feline-1-4-8v-2007,206-feline-1-4-8v-2007,https://www.fichacompleta.com.br/carros/peugeot/206-feline-1-4-8v-2007,2026-06-17T21:10:34.552476,Peugeot 206 Feline 1.4 8V 2007,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,"Único no cabeçote, correia dentada",77 mm,75 mm,Transversal,Dianteiro,"12,5 kg/cv","80,2 kg/kgfm","60,3 cv/litro",82 cv (A) 80 cv (G) a 5250 rpm,"10,2:1",6500 rpm,"9,4 kgfm/litro","12,8 kgfm (A) 12,8 kgfm (G) a 3250 rpm",2,1432 mm,,3835 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",,,,,,,,,,,,,,,,,,"2,01 m²","0,643 m²","0,32",525 km,380 km,"10,5 km/l","7,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-feline-1-6-16v-2007,206-feline-1-6-16v-2007,https://www.fichacompleta.com.br/carros/peugeot/206-feline-1-6-16v-2007,2026-06-17T21:10:38.369234,Peugeot 206 Feline 1.6 16V 2007,"10,5 s",198 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"9,1 kg/cv","65,0 kg/kgfm","71,2 cv/litro",,11:1,6500 rpm,"10,0 kgfm/litro",,4,1432 mm,,3832 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,120 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,515 km,"14,2 km/l","10,3 km/l",5,5750 rpm,4000 rpm,"9,8 m",1425 mm,1410 mm,,,,,Hidráulicos,,,,,,,"2,01 m²","0,643 m²",,540 km,375 km,"10,8 km/l","7,5 km/l",,Correia dentada,113 cv,110 cv,"15,8 kgfm","14,5 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-moonlight-1-4-8v-2007-flex,206-moonlight-1-4-8v-2007-flex,https://www.fichacompleta.com.br/carros/peugeot/206-moonlight-1-4-8v-2007-flex,2026-06-17T21:10:41.178069,Peugeot 206 Moonlight 1.4 8V 2007,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,"Único no cabeçote, correia dentada",77 mm,75 mm,Transversal,Dianteiro,"12,5 kg/cv","80,2 kg/kgfm","60,3 cv/litro",82 cv (A) 80 cv (G) a 5250 rpm,"10,2:1",6500 rpm,"9,4 kgfm/litro","12,8 kgfm (A) 12,8 kgfm (G) a 3250 rpm",2,1432 mm,,3835 mm,2442 mm,1652 mm,1027 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,"9,8 m","Independente, McPherson",Barra de torção,"Independente, braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",,,,,,,,,,,,,,,,,,"2,01 m²","0,643 m²","0,32",525 km,380 km,"10,5 km/l","7,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,206,206,206-moonlight-1-4-8v-2007,206-moonlight-1-4-8v-2007,https://www.fichacompleta.com.br/carros/peugeot/206-moonlight-1-4-8v-2007,2026-06-17T21:10:44.173177,Peugeot 206 Moonlight 1.4 8V 2007,"12,1 s",174 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1360 cm³,4 em linha,TU3JP,Único no cabeçote,77 mm,75 mm,Transversal,Dianteiro,"12,4 kg/cv","79,1 kg/kgfm","60,3 cv/litro",,"10,2:1",6500 rpm,"9,4 kgfm/litro",,2,1432 mm,,3835 mm,2442 mm,1652 mm,1013 kg,245 litros,50 litros,114 mm,Disco sólido,Tambor,Hidráulica,,"Indep., McPherson",Barra de torção,"Indep., braço arrastado",710 km,535 km,"14,2 km/l","10,7 km/l",5,5250 rpm,3250 rpm,"9,8 m",,,,,,,,,,,,,,"2,01 m²","0,643 m²",,525 km,380 km,"10,5 km/l","7,6 km/l",,Correia dentada,82 cv,80 cv,"12,8 kgfm","12,8 kgfm","0,32",,,,,,,,,,,,,,,,,,,,,,,
