marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia,geral__potencia_especifica,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__torque_especifico,geral__tuchos,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia_maxima,geral__torque_maximo,geral__quantidade_de_marchas,geral__carga_util,geral__coeficiente_de_arrasto_cx,geral__diametro_minimo_de_giro,geral__regime_potencia_max,geral__regime_torque_max,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__altura_minima_do_solo,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__rotacao_maxima,geral__torque_maximo_a,geral__torque_maximo_g,geral__variacao_do_comando,geral__viscosidade_do_oleo,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__codigo_do_cambio,geral__angulo_central,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_de_recarga,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__consumo_eletrico,geral__cacamba
renault,Fluence,fluence,fluence-privilege-2-0-at-2011,fluence-privilege-2-0-at-2011,https://www.fichacompleta.com.br/carros/renault/fluence-privilege-2-0-at-2011,2026-06-15T20:15:53.436436,Renault Fluence Privilege 2.0 AT 2011,"9,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",6000 rpm,3750 rpm,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,6,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²","0,334",Elétrica,"11,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,143 cv,140 cv,,"20,3 kgfm","19,9 kgfm",Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-2012,fluence-dynamique-2-0-2012,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-2012,2026-06-15T20:15:56.305565,Renault Fluence Dynamique 2.0 2012,"9,7 s",200 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1369 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,846 km,612 km,"14,1 km/l","10,2 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,415 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,552 km,408 km,"9,2 km/l","6,8 km/l",,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-at-2012,fluence-dynamique-2-0-at-2012,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-at-2012,2026-06-15T20:15:59.094461,Renault Fluence Dynamique 2.0 AT 2012,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-privilege-2-0-at-2012,fluence-privilege-2-0-at-2012,https://www.fichacompleta.com.br/carros/renault/fluence-privilege-2-0-at-2012,2026-06-15T20:16:01.979881,Renault Fluence Privilege 2.0 AT 2012,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-2013,fluence-dynamique-2-0-2013,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-2013,2026-06-15T20:16:04.900294,Renault Fluence Dynamique 2.0 2013,"9,7 s",200 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1369 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,846 km,612 km,"14,1 km/l","10,2 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,415 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,552 km,408 km,"9,2 km/l","6,8 km/l",,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-at-2013,fluence-dynamique-2-0-at-2013,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-at-2013,2026-06-15T20:16:08.735334,Renault Fluence Dynamique 2.0 AT 2013,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-expression-1-6-2013,fluence-expression-1-6-2013,https://www.fichacompleta.com.br/carros/renault/fluence-expression-1-6-2013,2026-06-15T20:16:11.851459,Renault Fluence Expression 1.6 2013,"11,7 s",185 km/h,,Injeção multiponto,Natural,1598 cm³,4 em linha,K4M,"Duplo no cabeçote, correia dentada","80,5 mm","79,5 mm",Transversal,Dianteiro,"11,5 kg/cv","83,0 kg/kgfm",,"72,0 cv/litro",10:1,,,,"10,0 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1328 kg,530 litros,60 litros,133 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,852 km,624 km,"14,2 km/l","10,4 km/l",115 cv (A) 110 cv (G) a 5750 rpm,"16 kgfm (A) 15,2 kgfm (G) a 3750 rpm",5,,"0,334","11,1 m",,,,,,,,,,,,,,6500 rpm,,,,,,,570 km,420 km,"9,5 km/l",7 km/l,JH3,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-gt-2-0-turbo-2013,fluence-gt-2-0-turbo-2013,https://www.fichacompleta.com.br/carros/renault/fluence-gt-2-0-turbo-2013,2026-06-15T20:16:16.173549,Renault Fluence GT 2.0 Turbo 2013,8 s,220 km/h,Correia dentada,Injeção multiponto,Turbocompressor,1998 cm³,4 em linha,F4R,Duplo no cabeçote,93 mm,"82,7 mm",Transversal,Dianteiro,"7,5 kg/cv","43,8 kg/kgfm",,"90,1 cv/litro","9,5:1",5500 rpm,2250 rpm,,"15,3 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,6,Dianteira,1470 mm,,,4640 mm,2700 mm,1810 mm,1341 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²","0,334",Elétrica,"11,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,810 km,486 km,"13,5 km/l","8,1 km/l",180 cv,"30,6 kgfm",6,430 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-privilege-2-0-at-2013,fluence-privilege-2-0-at-2013,https://www.fichacompleta.com.br/carros/renault/fluence-privilege-2-0-at-2013,2026-06-15T20:16:20.845899,Renault Fluence Privilege 2.0 AT 2013,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-2014,fluence-dynamique-2-0-2014,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-2014,2026-06-15T20:16:24.254109,Renault Fluence Dynamique 2.0 2014,"9,7 s",200 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1369 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,846 km,612 km,"14,1 km/l","10,2 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,415 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,552 km,408 km,"9,2 km/l","6,8 km/l",,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-at-2014,fluence-dynamique-2-0-at-2014,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-at-2014,2026-06-15T20:16:27.505916,Renault Fluence Dynamique 2.0 AT 2014,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-expression-1-6-2014,fluence-expression-1-6-2014,https://www.fichacompleta.com.br/carros/renault/fluence-expression-1-6-2014,2026-06-15T20:16:32.038527,Renault Fluence Expression 1.6 2014,"11,7 s",185 km/h,,Injeção multiponto,Natural,1598 cm³,4 em linha,K4M,"Duplo no cabeçote, correia dentada","80,5 mm","79,5 mm",Transversal,Dianteiro,"11,5 kg/cv","83,0 kg/kgfm",,"72,0 cv/litro",10:1,,,,"10,0 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1328 kg,530 litros,60 litros,133 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,852 km,624 km,"14,2 km/l","10,4 km/l",115 cv (A) 110 cv (G) a 5750 rpm,"16 kgfm (A) 15,2 kgfm (G) a 3750 rpm",5,,"0,334","11,1 m",,,,,,,,,,,,,,6500 rpm,,,,,,,570 km,420 km,"9,5 km/l",7 km/l,JH3,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-gt-2-0-turbo-2014,fluence-gt-2-0-turbo-2014,https://www.fichacompleta.com.br/carros/renault/fluence-gt-2-0-turbo-2014,2026-06-15T20:16:34.597446,Renault Fluence GT 2.0 Turbo 2014,8 s,220 km/h,,Injeção multiponto,Turbocompressor,1998 cm³,4 em linha,F4R,"Duplo no cabeçote, correia dentada",93 mm,"82,7 mm",Transversal,Dianteiro,"7,5 kg/cv","43,8 kg/kgfm",,"90,1 cv/litro","9,5:1",,,,"15,3 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1470 mm,,,4640 mm,2700 mm,1810 mm,1341 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,810 km,486 km,"13,5 km/l","8,1 km/l",180 cv a 5500 rpm,"30,6 kgfm a 2250 rpm",6,430 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-gt-line-2-0-at-2014,fluence-gt-line-2-0-at-2014,https://www.fichacompleta.com.br/carros/renault/fluence-gt-line-2-0-at-2014,2026-06-15T20:16:39.509505,Renault Fluence GT Line 2.0 AT 2014,"10,1 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",6000 rpm,3750 rpm,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,6,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²","0,334",Elétrica,"11,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,143 cv,140 cv,,"20,3 kgfm","19,9 kgfm",Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-privilege-2-0-at-2014,fluence-privilege-2-0-at-2014,https://www.fichacompleta.com.br/carros/renault/fluence-privilege-2-0-at-2014,2026-06-15T20:16:43.104493,Renault Fluence Privilege 2.0 AT 2014,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro","10,2:1",,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1480 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,28 m²","0,762 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,546 km,12 km/l,"9,1 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,486 km,360 km,"8,1 km/l",6 km/l,JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-2015,fluence-dynamique-2-0-2015,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-2015,2026-06-15T20:16:46.470734,Renault Fluence Dynamique 2.0 2015,"9,7 s",200 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm",,"71,6 cv/litro",10:1,,,,"10,2 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1470 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1369 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,690 km,540 km,"11,5 km/l",9 km/l,143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,430 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,480 km,372 km,8 km/l,"6,2 km/l",,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-at-2015,fluence-dynamique-2-0-at-2015,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-at-2015,2026-06-15T20:16:49.332630,Renault Fluence Dynamique 2.0 AT 2015,"9,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro",10:1,6000 rpm,3750 rpm,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,6,Dianteira,1470 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²","0,334",Elétrica,"11,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,654 km,516 km,"10,9 km/l","8,6 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,143 cv,140 cv,,"20,3 kgfm","19,9 kgfm",Admissão,,,,450 km,354 km,"7,5 km/l","5,9 km/l",JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-plus-2-0-at-2015,fluence-dynamique-plus-2-0-at-2015,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-plus-2-0-at-2015,2026-06-15T20:16:53.111189,Renault Fluence Dynamique Plus 2.0 AT 2015,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro",10:1,,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1470 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,654 km,516 km,"10,9 km/l","8,6 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,450 km,354 km,"7,5 km/l","5,9 km/l",JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-privilege-2-0-at-2015,fluence-privilege-2-0-at-2015,https://www.fichacompleta.com.br/carros/renault/fluence-privilege-2-0-at-2015,2026-06-15T20:16:56.418012,Renault Fluence Privilege 2.0 AT 2015,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro",10:1,,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1470 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,113 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,654 km,516 km,"10,9 km/l","8,6 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,450 km,354 km,"7,5 km/l","5,9 km/l",JF011-E,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-2016,fluence-dynamique-2-0-2016,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-2016,2026-06-15T20:16:58.892672,Renault Fluence Dynamique 2.0 2016,"9,7 s",200 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm",,"71,6 cv/litro",10:1,,,,"10,2 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1470 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1369 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,708 km,570 km,"11,8 km/l","9,5 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,430 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,486 km,384 km,"8,1 km/l","6,4 km/l",,,,,,,,,,,,,,,,,,
renault,Fluence,fluence,fluence-dynamique-2-0-at-2016,fluence-dynamique-2-0-at-2016,https://www.fichacompleta.com.br/carros/renault/fluence-dynamique-2-0-at-2016,2026-06-15T20:17:02.156881,Renault Fluence Dynamique 2.0 AT 2016,"9,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,M4R,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,6 kg/kgfm",,"71,6 cv/litro",10:1,,,,"10,2 kgfm/litro",Hidráulicos,4,Conversor de torque,CVT,,Dianteira,1470 mm,1541 mm,1563 mm,4620 mm,2700 mm,1810 mm,1372 kg,530 litros,60 litros,123 mm,Disco ventilado,Disco sólido,"2,26 m²","0,755 m²",,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,642 km,522 km,"10,7 km/l","8,7 km/l",143 cv (A) 140 cv (G) a 6000 rpm,"20,3 kgfm (A) 19,9 kgfm (G) a 3750 rpm",6,413 kg,"0,334","11,1 m",,,,,,,,,,,,,,,,,Admissão,,,,444 km,366 km,"7,4 km/l","6,1 km/l",JF011-E,,,,,,,,,,,,,,,,,
