marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__quantidade_de_marchas,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__diametro_minimo_de_giro,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__variacao_do_comando,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__carga_util,geral__rotacao_maxima,geral__angulo_de_entrada,geral__angulo_de_saida,geral__altura_minima_do_solo,geral__autonomia,geral__capacidade_da_bateria,geral__potencia,geral__potencia_de_recarga,geral__torque,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_combinada,geral__torque_combinado,geral__cilindrada_unitaria,geral__deslocamento,geral__cacamba,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima,geral__rampa_maxima,geral__reboque_sem_freio,geral__angulo_central,geral__reboque_com_freio,geral__viscosidade_do_oleo,geral__tuchos,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__travessia_de_agua,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
nissan,D21,d21,d21-2-7-4x2-cd-1995,d21-2-7-4x2-cd-1995,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x2-cd-1995,2026-06-15T15:36:16.164519,Nissan D21 2.7 4x2 CD 1995,23 s,135 km/h,Embreagem monodisco a seco,Manual,,5,Traseira,Injeção indireta,Natural,,4 em linha,TD27,Único no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"18,16 kg/cv","81,1 kg/kgfm","29,7 cv/litro",79 cv,"21,8:1",4300 rpm,2200 rpm,"6,6 kgfm/litro","17,7 kgfm",2,1615 mm,1395 mm,1385 mm,4735 mm,2950 mm,1650 mm,1435 kg,,60 litros,148 mm,Disco ventilado,Tambor,Hidráulica,"11,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,,,,,,1115 kg,,,,200 mm,,,,,,,,,,666 cm³,2663 cm³,878 litros,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x2-cs-1995,d21-2-7-4x2-cs-1995,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x2-cs-1995,2026-06-15T15:36:19.882102,Nissan D21 2.7 4x2 CS 1995,23 s,135 km/h,Embreagem monodisco a seco,Manual,,5,Traseira,Injeção indireta,Natural,,4 em linha,TD27,Único no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"17,53 kg/cv","78,2 kg/kgfm","29,7 cv/litro",79 cv,"21,8:1",4300 rpm,2200 rpm,"6,6 kgfm/litro","17,7 kgfm",2,1605 mm,1395 mm,1385 mm,4825 mm,2950 mm,1650 mm,1385 kg,,60 litros,148 mm,Disco ventilado,Tambor,Hidráulica,"11,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,,,,,,1165 kg,,,,200 mm,,,,,,,,,,666 cm³,2663 cm³,1407 litros,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x4-cd-1995,d21-2-7-4x4-cd-1995,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x4-cd-1995,2026-06-15T15:36:22.426673,Nissan D21 2.7 4x4 CD 1995,23 s,138 km/h,Embreagem monodisco a seco,Manual,,,Integral temporária,Injeção indireta,Natural,2663 cm³,4 em linha,TD27,no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"20,7 kg/cv","92,3 kg/kgfm","29,7 cv/litro",79 cv a 4000 rpm,"21,9:1",,,"6,6 kgfm/litro","17,7 kgfm a 2200 rpm",2,1725 mm,1425 mm,1385 mm,4966 mm,2950 mm,1690 mm,1634 kg,850 litros,60 litros,176 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,,,,,,,,,,1050 kg,,,,,,,,,,,,,,,,,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x4-cs-1995,d21-2-7-4x4-cs-1995,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x4-cs-1995,2026-06-15T15:36:25.990932,Nissan D21 2.7 4x4 CS 1995,23 s,135 km/h,Embreagem monodisco a seco,Manual,,5,Integral temporária,Injeção indireta,Natural,,4 em linha,TD27,Único no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"20,25 kg/cv","90,4 kg/kgfm","29,7 cv/litro",79 cv,"21,8:1",4300 rpm,2200 rpm,"6,6 kgfm/litro","17,7 kgfm",2,1710 mm,1425 mm,1385 mm,4825 mm,2950 mm,1690 mm,1600 kg,,60 litros,161 mm,Disco ventilado,Tambor,Hidráulica,"11,8 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,,,,,,1100 kg,,,,220 mm,,,,,,,,,,666 cm³,2663 cm³,1407 litros,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-king-cab-2-7-4x2-1995,d21-king-cab-2-7-4x2-1995,https://www.fichacompleta.com.br/carros/nissan/d21-king-cab-2-7-4x2-1995,2026-06-15T15:36:30.820707,Nissan D21 King Cab 2.7 4x2 1995,23 s,135 km/h,Embreagem monodisco a seco,Manual,,5,Traseira,Injeção indireta,Natural,,4 em linha,TD27,Único no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"17,53 kg/cv","78,2 kg/kgfm","29,7 cv/litro",79 cv,"21,8:1",4300 rpm,2200 rpm,"6,6 kgfm/litro","17,7 kgfm",2,1605 mm,1395 mm,1385 mm,4825 mm,2950 mm,1650 mm,1385 kg,,60 litros,148 mm,Disco ventilado,Tambor,Hidráulica,"11,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,,,,,,1165 kg,,,,200 mm,,,,,,,,,,666 cm³,2663 cm³,1127 litros,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x2-cd-1996,d21-2-7-4x2-cd-1996,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x2-cd-1996,2026-06-15T15:36:33.866166,Nissan D21 2.7 4x2 CD 1996,23 s,135 km/h,Embreagem monodisco a seco,Manual,,5,Traseira,Injeção indireta,Natural,,4 em linha,TD27,Único no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"18,16 kg/cv","81,1 kg/kgfm","29,7 cv/litro",79 cv,"21,8:1",4300 rpm,2200 rpm,"6,6 kgfm/litro","17,7 kgfm",2,1615 mm,1395 mm,1385 mm,4735 mm,2950 mm,1650 mm,1435 kg,,60 litros,148 mm,Disco ventilado,Tambor,Hidráulica,"11,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,,,,,,1115 kg,,,,200 mm,,,,,,,,,,666 cm³,2663 cm³,878 litros,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x2-cs-1996,d21-2-7-4x2-cs-1996,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x2-cs-1996,2026-06-15T15:36:37.322600,Nissan D21 2.7 4x2 CS 1996,23 s,135 km/h,Embreagem monodisco a seco,Manual,,5,Traseira,Injeção indireta,Natural,,4 em linha,TD27,Único no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"17,53 kg/cv","78,2 kg/kgfm","29,7 cv/litro",79 cv,"21,8:1",4300 rpm,2200 rpm,"6,6 kgfm/litro","17,7 kgfm",2,1605 mm,1395 mm,1385 mm,4825 mm,2950 mm,1650 mm,1385 kg,,60 litros,148 mm,Disco ventilado,Tambor,Hidráulica,"11,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,,,,,,1165 kg,,,,200 mm,,,,,,,,,,666 cm³,2663 cm³,1407 litros,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x4-cd-1996,d21-2-7-4x4-cd-1996,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x4-cd-1996,2026-06-15T15:36:58.159509,Nissan D21 2.7 4x4 CD 1996,23 s,138 km/h,,Manual,,,Integral temporária,Injeção indireta,Natural,2663 cm³,4 em linha,TD27,no bloco,,,Longitudinal,Dianteiro,"20,7 kg/cv","92,3 kg/kgfm","29,7 cv/litro",79 cv a 4000 rpm,"21,9:1",,,"6,6 kgfm/litro","17,7 kgfm a 2200 rpm",2,1725 mm,1425 mm,1385 mm,4966 mm,2950 mm,1690 mm,1634 kg,850 litros,60 litros,176 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,92 mm,96 mm,,,,,,,,1050 kg,,,,,,,,,,,,,,,,,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x4-cs-1996,d21-2-7-4x4-cs-1996,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x4-cs-1996,2026-06-15T15:37:03.018394,Nissan D21 2.7 4x4 CS 1996,23 s,135 km/h,Embreagem monodisco a seco,Manual,,5,Integral temporária,Injeção indireta,Natural,,4 em linha,TD27,Único no bloco,92 mm,96 mm,Longitudinal,Dianteiro,"20,25 kg/cv","90,4 kg/kgfm","29,7 cv/litro",79 cv,"21,8:1",4300 rpm,2200 rpm,"6,6 kgfm/litro","17,7 kgfm",2,1710 mm,1425 mm,1385 mm,4825 mm,2950 mm,1690 mm,1600 kg,,60 litros,161 mm,Disco ventilado,Tambor,Hidráulica,"11,8 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,,,,,,1100 kg,,,,220 mm,,,,,,,,,,666 cm³,2663 cm³,1407 litros,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,D21,d21,d21-2-7-4x4-cd-1997,d21-2-7-4x4-cd-1997,https://www.fichacompleta.com.br/carros/nissan/d21-2-7-4x4-cd-1997,2026-06-15T15:37:06.694604,Nissan D21 2.7 4x4 CD 1997,23 s,138 km/h,,Manual,,,Integral temporária,Injeção indireta,Natural,2663 cm³,4 em linha,TD27,no bloco,,,Longitudinal,Dianteiro,"20,7 kg/cv","92,3 kg/kgfm","29,7 cv/litro",79 cv a 4000 rpm,"21,9:1",,,"6,6 kgfm/litro","17,7 kgfm a 2200 rpm",2,1725 mm,1425 mm,1385 mm,4966 mm,2950 mm,1690 mm,1634 kg,850 litros,60 litros,176 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,92 mm,96 mm,,,,,,,,1050 kg,,,,,,,,,,,,,,,,,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-ax-3-2-cd-1998,frontier-ax-3-2-cd-1998,https://www.fichacompleta.com.br/carros/nissan/frontier-ax-3-2-cd-1998,2026-06-15T15:37:26.380207,Nissan Frontier AX 3.2 CD 1998,21 s,142 km/h,Embreagem monodisco a seco,Manual,,5,Integral temporária,Injeção indireta,Natural,3153 cm³,4 em linha,QD32,Único no bloco,102 mm,"99,2 mm",Longitudinal,Dianteiro,"17,3 kg/cv","82,4 kg/kgfm","32,7 cv/litro",103 cv,"22,2:1",3600 rpm,2000 rpm,"6,9 kgfm/litro","21,6 kgfm",2,1715 mm,,,4885 mm,2950 mm,1820 mm,1780 kg,,60 litros,176 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,,,235/75 R15,,,,,1050 kg,,,,,,,,,,,,,,,,850 litros,660 km,480 km,11 km/l,8 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-ax-3-2-cd-1999,frontier-ax-3-2-cd-1999,https://www.fichacompleta.com.br/carros/nissan/frontier-ax-3-2-cd-1999,2026-06-15T15:37:29.557439,Nissan Frontier AX 3.2 CD 1999,21 s,142 km/h,Embreagem monodisco a seco,Manual,,,Integral temporária,Injeção direta,Natural,3153 cm³,4 em linha,QD32,no bloco,102 mm,"99,2 mm",Longitudinal,Dianteiro,"17,3 kg/cv","82,4 kg/kgfm","32,7 cv/litro",103 cv a 3600 rpm,"22,2:1",,,"6,9 kgfm/litro","21,6 kgfm a 2000 rpm",2,1715 mm,,,4885 mm,2950 mm,1820 mm,1780 kg,850 litros,60 litros,176 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,,,,,235/75 R15,,,,,1050 kg,,,,,,,,,,,,,,,,,660 km,480 km,11 km/l,8 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-ax-3-2-cd-2000,frontier-ax-3-2-cd-2000,https://www.fichacompleta.com.br/carros/nissan/frontier-ax-3-2-cd-2000,2026-06-15T15:37:33.518817,Nissan Frontier AX 3.2 CD 2000,21 s,142 km/h,Embreagem monodisco a seco,Manual,,5,Integral temporária,Injeção indireta,Natural,3153 cm³,4 em linha,QD32,Único no bloco,102 mm,"99,2 mm",Longitudinal,Dianteiro,"17,3 kg/cv","82,4 kg/kgfm","32,7 cv/litro",103 cv,"22,2:1",3600 rpm,2000 rpm,"6,9 kgfm/litro","21,6 kgfm",2,1715 mm,,,4885 mm,2950 mm,1820 mm,1780 kg,,60 litros,176 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,,,235/75 R15,,,,,1050 kg,,,,,,,,,,,,,,,,850 litros,660 km,480 km,11 km/l,8 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-ax-2-5-turbo-4x4-2001,frontier-ax-2-5-turbo-4x4-2001,https://www.fichacompleta.com.br/carros/nissan/frontier-ax-2-5-turbo-4x4-2001,2026-06-15T15:37:37.762488,Nissan Frontier AX 2.5 Turbo 4x4 2001,18 s,145 km/h,Embreagem monodisco a seco,Manual,,5,Integral temporária,Injeção direta,Turbocompressor,2494 cm³,4 em linha,,Único no bloco,92 mm,"92,9 mm",Longitudinal,Dianteiro,"17,6 kg/cv","61,2 kg/kgfm","41,7 cv/litro",104 cv,"18,4:1",4000 rpm,2000 rpm,"12,0 kgfm/litro","29,9 kgfm",2,1710 mm,,,4885 mm,2950 mm,1820 mm,1830 kg,,75 litros,158 mm,Disco ventilado,Tambor,Hidráulica,13 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,,,225/70 R15,,,,,1025 kg,,,,,,,,,,,,,,,,850 litros,968 km,743 km,"12,9 km/l","9,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-ax-2-5-turbo-4x4-2002,frontier-ax-2-5-turbo-4x4-2002,https://www.fichacompleta.com.br/carros/nissan/frontier-ax-2-5-turbo-4x4-2002,2026-06-15T15:37:41.465090,Nissan Frontier AX 2.5 Turbo 4x4 2002,18 s,145 km/h,,Manual,,,Integral temporária,Injeção direta,Turbocompressor,2494 cm³,4 em linha,,no bloco,,,Longitudinal,Dianteiro,"17,6 kg/cv","61,2 kg/kgfm","41,7 cv/litro",104 cv a 4000 rpm,"18,4:1",,,"12,0 kgfm/litro","29,9 kgfm a 2000 rpm",2,1710 mm,,,4885 mm,2950 mm,1820 mm,1830 kg,850 litros,75 litros,158 mm,225/70 R15,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,13 m,92 mm,"92,9 mm",,,,,,,,1025 kg,,,,,,,,,,,,,,,,,968 km,743 km,"12,9 km/l","9,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-8-turbo-4x2-2003,frontier-se-2-8-turbo-4x2-2003,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-8-turbo-4x2-2003,2026-06-15T15:37:45.899032,Nissan Frontier SE 2.8 Turbo 4x2 2003,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,,Traseira,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCA,"Único no cabeçote, engrenagens",,,Longitudinal,Dianteiro,"14,5 kg/cv","55,3 kg/kgfm","47,2 cv/litro",132 cv a 3600 rpm,"17,8:1",,,"12,4 kgfm/litro","34,7 kgfm a 1800 rpm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1920 kg,1012 litros,73 litros,186 mm,265/70 R15,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,103 mm,93 mm,,,,,,,,1000 kg,,32 graus,24 graus,,,,,,,,,,,,,,949 km,737 km,13 km/l,"10,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-8-turbo-4x4-2003,frontier-se-2-8-turbo-4x4-2003,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-8-turbo-4x4-2003,2026-06-15T15:37:49.967629,Nissan Frontier SE 2.8 Turbo 4x4 2003,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,5,Integral temporária,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCA,Único no cabeçote,103 mm,93 mm,Longitudinal,Dianteiro,"14,7 kg/cv","55,8 kg/kgfm","47,2 cv/litro",132 cv,"17,8:1",,,"12,4 kgfm/litro","34,7 kgfm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1935 kg,1012 litros,73 litros,186 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,3600 rpm,1800 rpm,Não informado,,,Engrenagens,,265/70 R15,,,,,1000 kg,,32 graus,24 graus,218 mm,,,,,,,,,,,,1012 litros,949 km,737 km,13 km/l,"10,1 km/l",45 graus,45 graus,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-2-8-turbo-4x2-cd-2003,frontier-xe-2-8-turbo-4x2-cd-2003,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-8-turbo-4x2-cd-2003,2026-06-15T15:37:54.336098,Nissan Frontier XE 2.8 Turbo 4x2 CD 2003,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,5,Traseira,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCA,Único no cabeçote,103 mm,93 mm,Longitudinal,Dianteiro,"14,5 kg/cv","55,3 kg/kgfm","47,2 cv/litro",132 cv,"17,8:1",,,"12,4 kgfm/litro","34,7 kgfm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1920 kg,1012 litros,73 litros,186 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,3600 rpm,1800 rpm,,,,Engrenagens,,265/70 R15,,,,,1000 kg,,32 graus,24 graus,218 mm,,,,,,,,,,,,1012 litros,949 km,737 km,13 km/l,"10,1 km/l",45 graus,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-2-8-turbo-4x2-cs-2003,frontier-xe-2-8-turbo-4x2-cs-2003,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-8-turbo-4x2-cs-2003,2026-06-15T15:37:58.270719,Nissan Frontier XE 2.8 Turbo 4x2 CS 2003,"13,1 s",168 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,5,Traseira,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCA,Único no cabeçote,103 mm,93 mm,Longitudinal,Dianteiro,"12,5 kg/cv","47,6 kg/kgfm","47,2 cv/litro",132 cv,"17,8:1",3600 rpm,1800 rpm,"12,4 kgfm/litro","34,7 kgfm",3,1647 mm,1525 mm,1505 mm,4859 mm,2649 mm,1689 mm,1650 kg,,60 litros,169 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,225/75 R15,,,,,1000 kg,4200 rpm,,,202 mm,,,,,,,,,,,,1295 litros,840 km,660 km,14 km/l,11 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-titanium-2-8-turbo-4x2-cd-2003,frontier-xe-titanium-2-8-turbo-4x2-cd-2003,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-titanium-2-8-turbo-4x2-cd-2003,2026-06-15T15:38:01.633562,Nissan Frontier XE Titanium 2.8 Turbo 4x2 CD 2003,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,5,Traseira,Injeção direta,Turbocompressor,,4 em linha,MWM 4.07 TCA,Único no cabeçote,103 mm,93 mm,Longitudinal,Dianteiro,"14,55 kg/cv","55,3 kg/kgfm","47,2 cv/litro",132 cv,"17,8:1",3600 rpm,1800 rpm,"12,4 kgfm/litro","34,7 kgfm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1920 kg,,73 litros,186 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,265/70 R15,,,,,1000 kg,,32 graus,24 graus,218 mm,,,,,,,,,,700 cm³,2798 cm³,1012 litros,949 km,737 km,13 km/l,"10,1 km/l",45 graus,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-8-turbo-4x2-2004,frontier-se-2-8-turbo-4x2-2004,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-8-turbo-4x2-2004,2026-06-15T15:38:04.233824,Nissan Frontier SE 2.8 Turbo 4x2 2004,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,5,Traseira,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCA,Único no cabeçote,103 mm,93 mm,Longitudinal,Dianteiro,"14,5 kg/cv","55,3 kg/kgfm","47,2 cv/litro",132 cv,"17,8:1",3600 rpm,1800 rpm,"12,4 kgfm/litro","34,7 kgfm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1920 kg,,73 litros,186 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Engrenagens,,265/70 R15,,,,,1000 kg,,32 graus,24 graus,218 mm,,,,,,,,,,,,1012 litros,949 km,737 km,13 km/l,"10,1 km/l",45 graus,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-8-turbo-4x4-2004,frontier-se-2-8-turbo-4x4-2004,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-8-turbo-4x4-2004,2026-06-15T15:38:08.982032,Nissan Frontier SE 2.8 Turbo 4x4 2004,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,5,Integral temporária,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCA,Único no cabeçote,103 mm,93 mm,Longitudinal,Dianteiro,"14,7 kg/cv","55,8 kg/kgfm","47,2 cv/litro",132 cv,"17,8:1",,,"12,4 kgfm/litro","34,7 kgfm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1935 kg,1012 litros,73 litros,186 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,3600 rpm,1800 rpm,,,,Engrenagens,,265/70 R15,,,,,1000 kg,,32 graus,24 graus,218 mm,,,,,,,,,,,,1012 litros,949 km,737 km,13 km/l,"10,1 km/l",45 graus,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-strike-2-8-turbo-4x4-2004,frontier-se-strike-2-8-turbo-4x4-2004,https://www.fichacompleta.com.br/carros/nissan/frontier-se-strike-2-8-turbo-4x4-2004,2026-06-15T15:38:13.572678,Nissan Frontier SE Strike 2.8 Turbo 4x4 2004,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,5,Integral temporária,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCA,Único no cabeçote,103 mm,93 mm,Longitudinal,Dianteiro,"14,7 kg/cv","55,8 kg/kgfm","47,2 cv/litro",132 cv,"17,8:1",,,"12,4 kgfm/litro","34,7 kgfm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1935 kg,1012 litros,73 litros,186 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,3600 rpm,1800 rpm,Não informado,,,Engrenagens,,265/70 R15,,,,,1000 kg,,32 graus,24 graus,218 mm,,,,,,,,,,,,1012 litros,949 km,737 km,13 km/l,"10,1 km/l",45 graus,45 graus,,,,,,,,,,,,,,,,,,,,,,,,
